gender,yearsExperience,yearsSchool,wage,,STD,AVG,COV
male,29,29,8.26800588,,,,
male,35,29,7.621536284,,,,
male,35,23,3.31885024,,,,
male,11,8,6.532745386,,,,
male,44,22,9.047481181,,,,
male,13,31,3.694111974,,,,
male,29,21,8.462874705,,,,
male,20,17,8.982524906,,,,
male,36,23,8.33694601,,,,
male,0,49,2.2966683,,,,
male,17,21,15.92356688,,,,
male,26,48,5.367494454,,,,
male,4,10,6.117528519,,,,
male,35,31,4.281637471,,,,
male,4,23,11.02400784,,,,
male,36,11,7.655561,,,,
male,6,24,5.653337354,,,,
male,1,8,11.90390992,,,,
male,24,21,5.334394905,,,,
male,44,48,5.463056083,,,,
male,45,14,6.43067124,,,,
male,18,23,8.233370307,,,,
male,19,14,3.312101911,,,,
male,26,2,6.690574319,,,,
male,19,4,4.082965866,,,,
male,45,23,4.77826463,,,,
male,45,38,13.5258097,,,,
male,10,23,4.515036685,,,,
male,36,38,5.151868497,,,,
male,42,20,6.902827021,,,,
male,47,43,11.08233592,,,,
male,7,19,8.2325924,,,,
male,28,41,8.632942044,,,,
male,40,29,5.824426814,,,,
male,23,11,4.65849031,,,,
male,41,44,4.680943545,,,,
male,1,5,3.98089172,,,,
male,23,35,13.8594008,,,,
male,18,35,6.725481663,,,,
male,14,8,6.645026948,,,,
male,21,28,9.910511251,,,,
male,39,34,9.799118079,,,,
male,20,36,3.584082577,,,,
male,46,40,5.05267026,,,,
male,49,40,3.311660356,,,,
male,31,21,3.95125729,,,,
male,35,22,16.85405094,,,,
male,21,7,4.429364918,,,,
male,30,23,10.11020119,,,,
male,26,28,6.666871801,,,,
male,12,43,3.510205124,,,,
male,31,38,7.96178344,,,,
male,43,21,6.73689368,,,,
male,36,30,3.36844684,,,,
male,20,21,2.526731791,,,,
male,24,5,5.661712668,,,,
male,39,10,6.43067124,,,,
male,40,0,9.799118079,,,,
male,46,32,3.905780555,,,,
male,0,46,5.414012739,,,,
male,34,15,7.191288268,,,,
male,24,17,3.730920075,,,,
male,5,49,4.753303546,,,,
male,49,7,7.989524845,,,,
male,40,6,4.841040962,,,,
male,29,32,7.891325179,,,,
male,32,15,12.06543394,,,,
male,42,6,8.396062536,,,,
male,23,36,4.89955904,,,,
male,33,14,10.41156296,,,,
male,27,25,5.307855626,,,,
male,0,42,2.90911318,,,,
male,30,49,6.8900049,,,,
male,14,28,7.106385219,,,,
male,19,16,2.14355708,,,,
male,38,33,8.256664308,,,,
male,33,39,5.94706385,,,,
male,13,40,4.604404881,,,,
male,39,44,13.16756492,,,,
male,10,12,4.89955904,,,,
male,13,49,5.199532042,,,,
male,0,19,5.81822636,,,,
male,43,1,5.112272475,,,,
male,45,43,6.255686988,,,,
male,31,13,10.94745223,,,,
male,22,49,7.00418062,,,,
male,19,7,7.84734302,,,,
male,2,27,6.969585503,,,,
male,46,47,6.64003969,,,,
male,18,34,12.2488976,,,,
male,20,24,4.465743916,,,,
male,19,24,4.87704958,,,,
male,7,49,7.655561,,,,
male,37,4,7.839294464,,,,
male,1,19,12.95077528,,,,
male,40,41,6.414327041,,,,
male,2,3,4.726496551,,,,
male,40,18,6.324781237,,,,
male,43,47,9.97003293,,,,
male,49,35,1.255059458,,,,
male,4,33,11.7589417,,,,
male,5,38,7.655561,,,,
male,13,30,9.186673199,,,,
male,12,26,9.506607092,,,,
male,16,43,4.209144987,,,,
male,33,3,7.640249878,,,,
male,25,47,4.170457992,,,,
male,34,22,8.4211171,,,,
male,40,33,21.87303143,,,,
male,6,12,6.379634166,,,,
male,49,14,6.275297292,,,,
male,9,5,3.72737538,,,,
male,15,47,2.445404914,,,,
male,16,34,6.369426752,,,,
male,30,30,8.57422832,,,,
male,33,23,9.592510168,,,,
male,3,17,10.41156296,,,,
male,46,17,4.413461056,,,,
male,44,49,9.799118079,,,,
male,5,10,4.005928775,,,,
male,31,37,3.746721619,,,,
male,8,11,3.354406901,,,,
male,49,2,5.536339478,,,,
male,32,19,4.503635077,,,,
male,29,23,6.050955414,,,,
male,37,9,1.869998367,,,,
male,28,28,15.92356688,,,,
male,20,45,4.303666724,,,,
male,19,8,6.477383137,,,,
male,4,12,6.961122133,,,,
male,10,34,5.547909398,,,,
male,18,35,12.92688086,,,,
male,27,20,9.513706873,,,,
male,34,8,5.51200392,,,,
male,25,24,5.483007247,,,,
male,45,8,5.869263433,,,,
male,9,4,4.161841343,,,,
male,11,30,4.654581088,,,,
male,48,12,7.96178344,,,,
male,38,23,18.70217587,,,,
male,14,0,4.231437353,,,,
male,30,2,12.74468631,,,,
male,42,3,6.802547771,,,,
male,45,27,10.43268175,,,,
male,18,32,6.420793096,,,,
male,4,25,0.42462845,,,,
male,24,17,3.110071656,,,,
male,29,0,6.73689368,,,,
male,18,16,4.409603136,,,,
male,0,21,2.182669603,,,,
male,0,31,6.239918999,,,,
male,32,45,3.966724845,,,,
male,25,4,3.076143602,,,,
male,21,29,5.43544831,,,,
male,42,32,4.804524489,,,,
male,22,45,3.67466928,,,,
male,16,36,4.683402023,,,,
male,23,34,3.98089172,,,,
male,33,12,5.51200392,,,,
male,17,25,5.81822636,,,,
male,38,44,3.335277324,,,,
male,4,31,4.316925094,,,,
male,44,10,6.920503915,,,,
male,41,48,4.143370006,,,,
male,23,47,4.912897222,,,,
male,21,33,5.573248408,,,,
male,39,2,15.92356688,,,,
male,1,28,8.344227186,,,,
male,12,38,4.004129974,,,,
male,6,3,4.89955904,,,,
male,9,43,1.048465309,,,,
male,46,7,3.866333685,,,,
male,1,13,2.278185425,,,,
male,41,20,0.153480163,,,,
male,31,25,4.695410746,,,,
male,16,37,4.804252016,,,,
male,0,41,4.274783055,,,,
male,23,0,6.43067124,,,,
male,35,10,5.09216538,,,,
male,16,39,10.06814545,,,,
male,36,47,3.0622244,,,,
male,22,3,4.303666724,,,,
male,32,33,3.63967243,,,,
male,6,22,3.352329869,,,,
male,23,29,3.258776478,,,,
male,33,39,8.118844418,,,,
male,47,25,4.454144582,,,,
male,29,49,6.50890325,,,,
male,10,6,6.43067124,,,,
male,15,40,5.124826122,,,,
male,45,14,5.486772108,,,,
male,34,24,13.7800098,,,,
male,29,37,11.07217445,,,,
male,28,36,6.184544855,,,,
male,28,3,6.1244488,,,,
male,18,21,4.89955904,,,,
male,19,17,3.328968686,,,,
male,45,31,5.193596503,,,,
male,43,7,8.853257261,,,,
male,44,35,7.04311612,,,,
male,26,9,7.04311612,,,,
male,34,35,6.43067124,,,,
male,32,29,4.131520055,,,,
male,45,27,3.919647232,,,,
male,25,6,5.129555567,,,,
male,29,31,8.106543138,,,,
male,23,47,10.7177854,,,,
male,36,4,6.864892938,,,,
male,26,38,3.937145657,,,,
male,12,5,6.73689368,,,,
male,41,42,6.163961373,,,,
male,46,42,1.935995973,,,,
male,48,11,5.20578148,,,,
male,34,19,11.22232332,,,,
male,44,11,1.296234216,,,,
male,44,10,6.1244488,,,,
male,12,1,20.61474218,,,,
male,24,31,8.433534262,,,,
male,45,46,8.908289163,,,,
male,40,9,3.280168,,,,
male,36,42,6.526052,,,,
male,38,15,7.655561,,,,
male,39,1,7.621536284,,,,
male,44,4,8.14137254,,,,
male,23,2,3.198038536,,,,
male,30,17,6.859382656,,,,
male,49,14,5.486155686,,,,
male,30,7,7.298301486,,,,
male,24,47,1.367318802,,,,
male,20,2,4.971259904,,,,
male,18,48,7.565971064,,,,
male,43,28,6.859382656,,,,
male,18,2,1.633186347,,,,
male,14,1,4.454144582,,,,
male,26,36,2.048646031,,,,
male,37,44,6.438099816,,,,
male,4,25,1.436172887,,,,
male,48,28,12.38499646,,,,
male,46,1,7.318716316,,,,
male,5,6,3.93746381,,,,
male,23,13,7.225591135,,,,
male,25,29,5.918493884,,,,
male,30,43,7.04311612,,,,
male,47,39,6.106950375,,,,
male,36,24,8.908289163,,,,
male,15,46,8.165931733,,,,
male,23,29,8.605666168,,,,
male,46,42,5.320170837,,,,
male,21,34,9.380599045,,,,
male,32,41,5.991689787,,,,
male,48,12,7.516116288,,,,
male,42,25,4.409603136,,,,
male,23,0,10.04497409,,,,
male,10,44,4.073470597,,,,
male,8,41,8.57422832,,,,
male,24,43,4.590577839,,,,
male,34,19,9.164642808,,,,
male,20,48,6.405010141,,,,
male,39,8,6.326292936,,,,
male,23,10,9.458081487,,,,
male,8,35,6.230960953,,,,
male,23,32,1.070491891,,,,
male,24,33,11.94267516,,,,
male,15,41,10.17600724,,,,
male,25,7,2.394521335,,,,
male,2,10,11.79523473,,,,
male,41,24,1.751592357,,,,
male,8,28,3.67466928,,,,
male,39,24,5.118289354,,,,
male,28,19,6.67762482,,,,
male,28,19,5.811520759,,,,
male,33,29,4.712075913,,,,
male,13,30,5.601254681,,,,
male,36,48,6.614404704,,,,
male,6,11,6.383819206,,,,
male,41,28,11.63645272,,,,
male,44,1,5.20578148,,,,
male,9,26,7.507388851,,,,
male,29,10,3.819109978,,,,
male,46,9,4.307422105,,,,
male,2,8,2.53762022,,,,
male,25,5,3.36844684,,,,
male,9,46,4.082965866,,,,
male,33,48,3.545421474,,,,
male,10,13,3.538570418,,,,
male,25,47,5.247020605,,,,
male,11,37,7.96178344,,,,
male,34,38,8.815815573,,,,
male,27,6,5.188671401,,,,
male,20,18,8.292174778,,,,
male,13,21,4.438624914,,,,
male,35,0,10.05083854,,,,
male,26,43,5.81822636,,,,
male,40,10,5.603601248,,,,
male,1,39,4.369527587,,,,
male,43,9,18.93963963,,,,
male,10,39,9.312027415,,,,
male,41,23,9.799118079,,,,
male,34,32,6.717754777,,,,
male,16,5,5.859321146,,,,
male,42,8,3.301171366,,,,
male,13,25,11.54896059,,,,
male,49,40,6.8900049,,,,
male,44,1,28.30856334,,,,
male,19,22,9.186673199,,,,
male,41,23,8.530482257,,,,
male,39,30,6.910770436,,,,
male,6,31,12.3563937,,,,
male,3,8,8.26800588,,,,
male,41,0,4.312632696,,,,
male,25,37,11.02286201,,,,
male,37,21,8.023946595,,,,
male,3,36,4.269052783,,,,
male,34,31,7.39842259,,,,
male,15,25,4.99149824,,,,
male,9,28,9.749460386,,,,
male,20,49,4.463720341,,,,
male,21,46,2.31896605,,,,
male,41,21,11.16317743,,,,
male,1,38,9.231053263,,,,
male,17,20,5.988349937,,,,
male,30,14,8.57422832,,,,
male,30,17,4.28711416,,,,
male,2,33,7.373787457,,,,
male,5,3,4.5933366,,,,
male,8,42,3.791325447,,,,
male,6,1,5.004549591,,,,
male,4,13,7.839294464,,,,
male,18,6,8.359872612,,,,
male,2,29,5.397819281,,,,
male,22,3,9.729266932,,,,
male,19,45,6.139206508,,,,
male,11,16,5.766559199,,,,
male,28,3,3.545135483,,,,
male,21,5,4.008730123,,,,
male,43,47,5.116005423,,,,
male,49,22,5.498785685,,,,
male,39,45,3.851281292,,,,
male,18,49,5.51200392,,,,
male,31,36,7.083699816,,,,
male,36,35,7.655561,,,,
male,25,36,6.384750152,,,,
male,49,10,7.655561,,,,
male,42,35,6.004846769,,,,
male,15,14,4.600141543,,,,
male,0,6,4.778475498,,,,
male,5,20,7.674008134,,,,
male,12,15,9.546681782,,,,
male,18,8,13.47378736,,,,
male,46,13,6.971511867,,,,
male,1,23,6.225755472,,,,
male,35,19,6.921362077,,,,
male,36,23,3.236497333,,,,
male,25,25,13.16756492,,,,
male,16,40,3.8277805,,,,
male,2,19,4.099689542,,,,
male,43,25,9.889682942,,,,
male,34,25,4.89955904,,,,
male,0,37,2.888628912,,,,
male,11,18,11.63645272,,,,
male,9,30,2.274795268,,,,
male,2,26,8.811927447,,,,
male,14,18,6.824385805,,,,
male,7,43,3.373640372,,,,
male,9,4,3.912958414,,,,
male,25,48,27.45442565,,,,
male,22,28,8.358071303,,,,
male,6,47,6.31371748,,,,
male,13,0,7.126631331,,,,
male,24,4,2.787495296,,,,
male,45,46,8.165931733,,,,
male,4,37,4.511677282,,,,
male,19,33,4.74644782,,,,
male,19,13,3.36844684,,,,
male,5,49,4.5933366,,,,
male,2,44,5.66511514,,,,
male,12,15,0.525097012,,,,
male,32,4,5.367494454,,,,
male,8,1,1.786077389,,,,
male,25,13,4.016755609,,,,
male,35,24,8.639540496,,,,
male,24,8,2.993630573,,,,
male,41,0,7.661967327,,,,
male,1,10,4.238912479,,,,
male,23,19,5.859321146,,,,
male,10,31,7.621536284,,,,
male,3,46,17.23346982,,,,
male,4,34,8.904626215,,,,
male,31,27,7.566168447,,,,
male,46,43,4.084602326,,,,
male,41,21,7.96178344,,,,
male,2,19,3.966242038,,,,
male,43,39,3.482146744,,,,
male,14,2,4.265241128,,,,
male,22,21,1.933791803,,,,
male,0,24,10.49905509,,,,
male,10,13,2.948808681,,,,
male,39,25,2.532575249,,,,
male,38,47,8.11789684,,,,
male,40,44,6.43067124,,,,
male,17,4,3.299683532,,,,
male,30,17,4.533399823,,,,
male,39,18,2.309436821,,,,
male,25,28,2.511024008,,,,
male,40,49,2.241966474,,,,
male,24,47,3.649150743,,,,
male,41,46,5.144536992,,,,
male,39,23,4.320347603,,,,
male,25,19,4.834804634,,,,
male,4,7,2.826668677,,,,
male,1,25,2.590550433,,,,
male,18,29,8.796121428,,,,
male,22,39,3.379006234,,,,
male,46,33,6.1244488,,,,
male,13,21,1.961745954,,,,
male,12,40,3.843502877,,,,
male,46,32,4.082965866,,,,
male,25,9,2.653927813,,,,
male,14,22,3.608740369,,,,
male,2,21,5.634492896,,,,
male,0,23,5.51200392,,,,
male,0,0,4.89955904,,,,
male,26,14,1.932471709,,,,
male,2,1,5.20578148,,,,
male,7,12,6.431358351,,,,
male,46,33,7.893734008,,,,
male,38,8,4.334225304,,,,
male,48,6,7.014787171,,,,
male,36,23,5.268431986,,,,
male,20,6,7.34933856,,,,
male,17,8,5.068509351,,,,
male,48,11,8.659685745,,,,
male,10,10,9.405403514,,,,
male,36,16,2.615292806,,,,
male,11,12,11.26335411,,,,
male,32,6,6.1244488,,,,
male,21,12,7.921673699,,,,
male,32,1,5.931616931,,,,
male,19,40,8.57422832,,,,
male,39,41,3.939851599,,,,
male,30,14,4.926187078,,,,
male,15,11,2.067995699,,,,
male,48,28,3.866333685,,,,
male,12,31,7.96178344,,,,
male,43,27,4.71809389,,,,
male,47,38,1.670304218,,,,
male,38,3,4.443786106,,,,
male,49,44,8.324399319,,,,
male,20,28,11.2007817,,,,
male,31,26,4.97611465,,,,
male,41,41,3.244741086,,,,
male,21,43,2.965282473,,,,
male,13,46,4.146762208,,,,
male,8,20,3.966430774,,,,
male,3,4,5.462630147,,,,
male,23,1,7.089075305,,,,
male,28,5,14.62368387,,,,
male,20,47,6.389304588,,,,
male,42,10,3.703155088,,,,
male,22,39,7.389126162,,,,
male,20,44,9.492895639,,,,
male,45,32,11.6513904,,,,
male,21,24,6.73689368,,,,
male,10,1,11.26898579,,,,
male,20,41,4.551203867,,,,
male,22,35,4.28711416,,,,
male,41,12,4.604404881,,,,
male,10,20,3.98089172,,,,
male,48,39,10.84694457,,,,
male,39,10,4.596493532,,,,
male,37,49,3.370067064,,,,
male,14,14,10.79563856,,,,
male,0,5,3.122268016,,,,
male,39,38,6.727021027,,,,
male,19,19,4.766813338,,,,
male,22,11,4.13400294,,,,
male,37,7,7.018652068,,,,
male,27,11,8.57422832,,,,
male,42,3,4.364924934,,,,
male,32,1,5.738222299,,,,
male,44,3,7.655561,,,,
male,2,33,4.44022538,,,,
male,17,48,2.136288642,,,,
male,14,25,7.210671794,,,,
male,17,22,5.072994758,,,,
male,42,6,9.478313618,,,,
male,15,20,5.51200392,,,,
male,35,35,3.791325447,,,,
male,30,12,10.59364117,,,,
male,33,43,8.062918665,,,,
male,28,39,5.18190651,,,,
male,46,49,8.223297403,,,,
male,31,25,4.423213022,,,,
male,15,5,10.16658501,,,,
male,30,39,5.287711962,,,,
male,21,14,7.3588927,,,,
male,15,47,8.530482257,,,,
male,46,41,24.88057325,,,,
male,13,40,3.829903317,,,,
male,16,22,15.311122,,,,
male,6,46,9.971405078,,,,
male,19,46,13.38192063,,,,
male,24,28,7.655561,,,,
male,32,18,4.777547819,,,,
male,2,36,5.318936745,,,,
male,44,24,2.630545189,,,,
male,32,6,4.159625634,,,,
male,10,31,6.1244488,,,,
male,46,28,4.101039357,,,,
male,33,5,5.420788725,,,,
male,21,47,6.1244488,,,,
male,25,42,7.423574303,,,,
male,45,49,10.07023992,,,,
male,45,19,3.899649032,,,,
male,29,35,6.143351419,,,,
male,14,49,5.201891176,,,,
male,8,47,5.51200392,,,,
male,41,39,8.165931733,,,,
male,0,19,4.5933366,,,,
male,24,24,7.979595036,,,,
male,41,6,7.470315326,,,,
male,23,49,7.04311612,,,,
male,2,30,6.113252367,,,,
male,9,0,6.824385805,,,,
male,1,39,3.266372693,,,,
male,44,17,7.742415014,,,,
male,30,3,10.56467418,,,,
male,23,0,4.516606006,,,,
male,4,26,1.592356688,,,,
male,7,49,8.675204895,,,,
male,45,1,5.476516459,,,,
male,19,31,4.89955904,,,,
male,12,1,5.897617363,,,,
male,14,37,7.839294464,,,,
male,15,19,5.931945752,,,,
male,44,6,6.142622238,,,,
male,23,10,5.819780788,,,,
male,16,37,2.815561924,,,,
male,29,34,4.256491916,,,,
male,42,47,5.51200392,,,,
male,23,26,5.560835828,,,,
male,2,31,10.4416832,,,,
male,14,42,7.655561,,,,
male,47,41,3.081980686,,,,
male,35,10,4.5933366,,,,
male,25,15,3.734951813,,,,
male,18,3,7.34933856,,,,
male,29,18,3.145395927,,,,
male,27,23,8.329250368,,,,
male,41,11,5.538631958,,,,
male,4,44,6.410637996,,,,
male,15,5,10.41156296,,,,
male,0,41,1.614784247,,,,
male,3,5,5.027024914,,,,
male,36,10,6.535792376,,,,
male,11,41,5.067475384,,,,
male,19,18,3.060385226,,,,
male,4,22,7.025103035,,,,
male,3,18,8.880450759,,,,
male,20,20,2.006118662,,,,
male,11,37,12.2488976,,,,
male,41,15,4.731574158,,,,
male,40,24,11.23142251,,,,
male,46,27,5.095541401,,,,
male,22,49,1.729647455,,,,
male,43,35,4.89955904,,,,
male,27,48,6.1244488,,,,
male,9,9,3.67466928,,,,
male,15,11,3.244977239,,,,
male,41,49,2.527550298,,,,
male,15,35,7.450476246,,,,
male,44,34,3.67466928,,,,
male,27,45,3.303644581,,,,
male,43,6,2.847868692,,,,
male,19,47,4.777070064,,,,
male,47,18,4.595177616,,,,
male,27,1,4.762978412,,,,
male,39,49,6.73689368,,,,
male,3,4,0.353857042,,,,
male,25,35,1.973021081,,,,
male,49,45,4.862157826,,,,
male,31,33,5.980682396,,,,
male,41,1,1.326963907,,,,
male,10,31,4.886293086,,,,
male,48,40,3.266372693,,,,
male,36,26,2.337118427,,,,
male,29,28,4.235695263,,,,
male,14,6,7.045826053,,,,
male,5,48,0.399086889,,,,
male,41,20,5.466201953,,,,
male,14,1,1.42620393,,,,
male,14,22,2.869741723,,,,
male,41,4,22.11606511,,,,
male,9,37,2.997377295,,,,
male,23,33,4.858037353,,,,
male,35,46,3.340608436,,,,
male,26,44,7.655561,,,,
male,21,12,4.5933366,,,,
male,20,38,4.082965866,,,,
male,10,47,4.28711416,,,,
male,44,37,2.987536,,,,
male,9,14,4.654581088,,,,
male,3,23,5.51200392,,,,
male,15,6,6.43067124,,,,
male,46,14,7.709096391,,,,
male,40,45,3.327312482,,,,
male,46,25,4.409603136,,,,
male,31,39,6.450052407,,,,
male,27,1,3.516861397,,,,
male,32,49,6.643846498,,,,
male,19,0,3.814027995,,,,
male,48,0,4.028095969,,,,
male,8,27,2.125409354,,,,
male,0,45,1.066905654,,,,
male,3,18,10.69849724,,,,
male,18,49,5.552042689,,,,
male,29,3,3.67466928,,,,
male,42,20,4.696021969,,,,
male,1,49,6.139683747,,,,
male,36,4,2.75600196,,,,
male,22,17,3.428676926,,,,
male,10,27,3.629302992,,,,
male,19,6,6.8900049,,,,
male,40,14,2.986983483,,,,
male,31,29,7.279344859,,,,
male,41,43,10.41156296,,,,
male,9,42,8.56873554,,,,
male,38,23,6.366658639,,,,
male,30,13,5.51200392,,,,
male,7,8,3.402067701,,,,
male,3,10,4.225527524,,,,
male,19,20,3.98089172,,,,
male,33,29,6.572354453,,,,
male,11,25,5.86579766,,,,
male,25,12,5.002167606,,,,
male,41,15,6.114649682,,,,
male,22,25,8.908289163,,,,
male,47,9,5.653337354,,,,
male,2,9,9.186673199,,,,
male,9,39,1.442134359,,,,
male,32,41,4.766237705,,,,
male,28,32,3.560549116,,,,
male,3,22,4.227495632,,,,
male,33,35,7.045826053,,,,
male,28,42,2.123142251,,,,
male,12,44,7.546714161,,,,
male,3,7,4.28711416,,,,
male,31,48,4.591912309,,,,
male,30,43,6.935854902,,,,
male,17,7,3.67466928,,,,
male,29,23,5.620082428,,,,
male,37,21,5.814414462,,,,
male,20,20,7.720517275,,,,
male,9,3,10.47416844,,,,
male,18,31,8.177415074,,,,
male,40,11,3.655920967,,,,
male,35,34,4.5933366,,,,
male,16,21,5.307855626,,,,
male,30,9,4.5933366,,,,
male,35,25,8.887572212,,,,
male,34,8,5.095541401,,,,
male,6,32,7.633134589,,,,
male,25,14,2.533294731,,,,
male,33,3,3.899649032,,,,
male,25,16,6.58412653,,,,
male,42,9,1.516530179,,,,
male,12,42,4.281967564,,,,
male,24,40,3.593470664,,,,
male,7,48,4.342790967,,,,
male,7,40,5.790387956,,,,
male,45,41,2.076986984,,,,
male,37,34,6.1244488,,,,
male,18,1,2.85624518,,,,
male,47,19,5.51200392,,,,
male,14,2,4.28711416,,,,
male,31,31,7.145190266,,,,
male,39,39,4.538783909,,,,
male,42,46,2.90911318,,,,
male,3,34,4.153973968,,,,
